Month,Group,Country,Product Name,Size,Total Amount,Total Quantity,Average Price
2023-01-01,Pacific,Australia,"Road-350-W Yellow, 44",44,"$1,700.99 ",1,"$1,700.99 "
2023-02-01,Pacific,Australia,"Road-350-W Yellow, 48",48,"$1,700.99 ",1,"$1,700.99 "
2023-03-01,North America,United States,"Road-350-W Yellow, 48",48,"$3,401.98 ",2,"$1,700.99 "
2023-04-01,Europe,France,"Road-350-W Yellow, 40",40,"$1,700.99 ",1,"$1,700.99 "
2023-04-01,North America,United States,"Road-350-W Yellow, 40",40,"$1,700.99 ",1,"$1,700.99 "
2023-05-01,Europe,Germany,"Road-350-W Yellow, 40",40,"$1,700.99 ",1,"$1,700.99 "
2023-05-01,Europe,Germany,"Road-350-W Yellow, 42",42,"$1,700.99 ",1,"$1,700.99 "
2023-05-01,North America,United States,"Road-350-W Yellow, 48",48,"$1,700.99 ",1,"$1,700.99 "
2023-06-01,Europe,United Kingdom,"Road-350-W Yellow, 44",44,"$1,020.59 ",1,"$1,020.59 "
2023-06-01,North America,Canada,"Road-350-W Yellow, 40",40,"$1,020.59 ",1,"$1,020.59 "
2023-06-01,North America,Canada,"Road-350-W Yellow, 48",48,"$1,700.99 ",1,"$1,700.99 "
2023-06-01,North America,United States,"Road-350-W Yellow, 40",40,"$1,700.99 ",1,"$1,700.99 "
2023-06-01,North America,United States,"Road-350-W Yellow, 42",42,"$2,041.19 ",2,"$1,020.59 "
2023-07-01,Europe,United Kingdom,"Road-350-W Yellow, 40",40,"$6,123.56 ",6,"$1,020.59 "
2023-07-01,North America,Canada,"Road-350-W Yellow, 40",40,"$9,185.35 ",9,"$1,020.59 "
2023-07-01,North America,Canada,"Road-350-W Yellow, 42",42,"$4,082.38 ",4,"$1,020.59 "
2023-07-01,North America,Canada,"Road-350-W Yellow, 44",44,"$2,041.19 ",2,"$1,020.59 "
2023-07-01,North America,United States,"Road-350-W Yellow, 40",40,"$4,082.38 ",4,"$1,020.59 "
2023-07-01,North America,United States,"Road-350-W Yellow, 42",42,"$9,185.35 ",9,"$1,020.59 "
2023-07-01,North America,United States,"Road-350-W Yellow, 44",44,"$2,041.19 ",2,"$1,020.59 "
2023-07-01,North America,United States,"Road-350-W Yellow, 48",48,"$26,025.15 ",33,$788.64 
2023-07-01,Pacific,Australia,"Road-350-W Yellow, 48",48,"$4,082.38 ",4,"$1,020.59 "
2023-08-01,Pacific,Australia,"Road-350-W Yellow, 42",42,"$2,041.19 ",2,"$1,020.59 "
2023-09-01,Europe,United Kingdom,"Road-350-W Yellow, 44",44,"$3,061.78 ",3,"$1,020.59 "
2023-09-01,Europe,United Kingdom,"Road-350-W Yellow, 48",48,"$10,205.94 ",10,"$1,020.59 "
2023-09-01,North America,United States,"Road-350-W Yellow, 40",40,"$4,082.38 ",4,"$1,020.59 "
2023-09-01,North America,United States,"Road-350-W Yellow, 42",42,"$10,635.27 ",11,$966.84 
2023-09-01,Pacific,Australia,"Road-350-W Yellow, 40",40,"$14,220.28 ",16,$888.77 
2023-10-01,Europe,Germany,"Road-350-W Yellow, 42",42,"$2,041.19 ",2,"$1,020.59 "
2023-10-01,North America,United States,"Road-350-W Yellow, 40",40,"$9,185.35 ",9,"$1,020.59 "
2023-10-01,Pacific,Australia,"Road-350-W Yellow, 48",48,"$13,331.51 ",15,$888.77 
2023-11-01,Europe,France,"Road-350-W Yellow, 40",40,"$4,082.38 ",4,"$1,020.59 "
2023-11-01,Europe,Germany,"Road-350-W Yellow, 42",42,"$2,041.19 ",2,"$1,020.59 "
2023-11-01,Europe,United Kingdom,"Road-350-W Yellow, 44",44,"$1,020.59 ",1,"$1,020.59 "
2023-11-01,Europe,United Kingdom,"Road-350-W Yellow, 48",48,"$19,191.42 ",21,$913.88 
2023-11-01,North America,United States,"Road-350-W Yellow, 44",44,"$3,061.78 ",3,"$1,020.59 "
2023-11-01,Pacific,Australia,"Road-350-W Yellow, 40",40,"$6,123.56 ",6,"$1,020.59 "
2023-11-01,Pacific,Australia,"Road-350-W Yellow, 42",42,"$4,082.38 ",4,"$1,020.59 "
2023-11-01,Pacific,Australia,"Road-350-W Yellow, 48",48,"$1,020.59 ",1,"$1,020.59 "
2023-12-01,Europe,Germany,"Road-350-W Yellow, 40",40,"$1,020.59 ",1,"$1,020.59 "
2023-12-01,Europe,United Kingdom,"Road-350-W Yellow, 48",48,"$2,041.19 ",2,"$1,020.59 "
2023-12-01,North America,Canada,"Road-350-W Yellow, 40",40,"$1,020.59 ",1,"$1,020.59 "
2023-12-01,North America,Canada,"Road-350-W Yellow, 44",44,"$2,041.19 ",2,"$1,020.59 "
2023-12-01,North America,Canada,"Road-350-W Yellow, 48",48,"$1,020.59 ",1,"$1,020.59 "
2023-12-01,North America,United States,"Road-350-W Yellow, 40",40,"$5,102.97 ",5,"$1,020.59 "
2023-12-01,North America,United States,"Road-350-W Yellow, 42",42,"$9,185.35 ",9,"$1,020.59 "
2023-12-01,North America,United States,"Road-350-W Yellow, 48",48,"$4,082.38 ",4,"$1,020.59 "
2023-12-01,Pacific,Australia,"Road-350-W Yellow, 48",48,"$1,020.59 ",1,"$1,020.59 "
2024-01-01,Europe,France,"Road-350-W Yellow, 44",44,"$6,123.56 ",6,"$1,020.59 "
2024-01-01,Europe,France,"Road-350-W Yellow, 48",48,"$1,020.59 ",1,"$1,020.59 "
2024-01-01,Europe,Germany,"Road-350-W Yellow, 40",40,"$4,082.38 ",4,"$1,020.59 "
2024-01-01,Europe,Germany,"Road-350-W Yellow, 42",42,"$8,164.75 ",8,"$1,020.59 "
2024-01-01,Europe,Germany,"Road-350-W Yellow, 44",44,"$3,061.78 ",3,"$1,020.59 "
2024-01-01,Europe,United Kingdom,"Road-350-W Yellow, 42",42,"$3,061.78 ",3,"$1,020.59 "
2024-01-01,Europe,United Kingdom,"Road-350-W Yellow, 44",44,"$1,020.59 ",1,"$1,020.59 "
2024-01-01,North America,United States,"Road-350-W Yellow, 48",48,"$11,226.53 ",11,"$1,020.59 "
2024-01-01,Pacific,Australia,"Road-350-W Yellow, 40",40,"$6,123.56 ",6,"$1,020.59 "
2024-02-01,Europe,France,"Road-350-W Yellow, 40",40,"$4,082.38 ",4,"$1,020.59 "
2024-02-01,Pacific,Australia,"Road-350-W Yellow, 40",40,"$3,061.78 ",3,"$1,020.59 "
2024-02-01,Pacific,Australia,"Road-350-W Yellow, 42",42,"$6,123.56 ",6,"$1,020.59 "
2024-02-01,Pacific,Australia,"Road-350-W Yellow, 44",44,"$2,041.19 ",2,"$1,020.59 "
2024-02-01,Pacific,Australia,"Road-350-W Yellow, 48",48,"$10,205.94 ",10,"$1,020.59 "
2024-03-01,North America,Canada,"Road-350-W Yellow, 42",42,"$2,041.19 ",2,"$1,020.59 "
2024-03-01,North America,United States,"Road-350-W Yellow, 40",40,"$1,020.59 ",1,"$1,020.59 "
2024-03-01,North America,United States,"Road-350-W Yellow, 44",44,"$1,020.59 ",1,"$1,020.59 "
2024-03-01,North America,United States,"Road-350-W Yellow, 48",48,"$1,020.59 ",1,"$1,020.59 "
2024-03-01,Pacific,Australia,"Road-350-W Yellow, 40",40,"$9,185.35 ",9,"$1,020.59 "
2024-03-01,Pacific,Australia,"Road-350-W Yellow, 48",48,"$10,205.94 ",10,"$1,020.59 "
2024-04-01,Europe,Germany,"Road-350-W Yellow, 42",42,"$2,041.19 ",2,"$1,020.59 "
2024-04-01,Europe,Germany,"Road-350-W Yellow, 44",44,"$1,700.99 ",1,"$1,700.99 "
2024-04-01,North America,United States,"Road-350-W Yellow, 40",40,"$3,401.98 ",2,"$1,700.99 "
2024-04-01,North America,United States,"Road-350-W Yellow, 42",42,"$1,700.99 ",1,"$1,700.99 "
2024-04-01,North America,United States,"Road-350-W Yellow, 48",48,"$15,236.79 ",15,"$1,015.79 "
2024-04-01,Pacific,Australia,"Road-350-W Yellow, 40",40,"$13,697.05 ",14,$978.36 
2024-04-01,Pacific,Australia,"Road-350-W Yellow, 48",48,"$1,020.59 ",1,"$1,020.59 "
2024-05-01,North America,United States,"Road-350-W Yellow, 40",40,"$1,700.99 ",1,"$1,700.99 "
2024-05-01,Pacific,Australia,"Road-350-W Yellow, 44",44,"$1,700.99 ",1,"$1,700.99 "
2024-06-01,Europe,United Kingdom,"Road-350-W Yellow, 42",42,"$1,700.99 ",1,"$1,700.99 "
2024-06-01,North America,United States,"Road-350-W Yellow, 40",40,"$1,700.99 ",1,"$1,700.99 "
2024-06-01,North America,United States,"Road-350-W Yellow, 44",44,"$1,700.99 ",1,"$1,700.99 "
2024-06-01,Pacific,Australia,"Road-350-W Yellow, 44",44,"$1,700.99 ",1,"$1,700.99 "
2024-07-01,Europe,France,"Road-350-W Yellow, 44",44,"$1,700.99 ",1,"$1,700.99 "
2024-07-01,Europe,Germany,"Road-350-W Yellow, 40",40,"$1,700.99 ",1,"$1,700.99 "
2024-07-01,Europe,United Kingdom,"Road-350-W Yellow, 42",42,"$1,700.99 ",1,"$1,700.99 "
2024-07-01,Europe,United Kingdom,"Road-350-W Yellow, 44",44,"$1,700.99 ",1,"$1,700.99 "
2024-07-01,North America,Canada,"Road-350-W Yellow, 40",40,"$3,401.98 ",2,"$1,700.99 "
2024-07-01,North America,United States,"Road-350-W Yellow, 40",40,"$3,401.98 ",2,"$1,700.99 "
2024-07-01,North America,United States,"Road-350-W Yellow, 42",42,"$1,700.99 ",1,"$1,700.99 "
2024-07-01,North America,United States,"Road-350-W Yellow, 48",48,"$5,102.97 ",3,"$1,700.99 "
2024-07-01,Pacific,Australia,"Road-350-W Yellow, 40",40,"$3,401.98 ",2,"$1,700.99 "
2024-07-01,Pacific,Australia,"Road-350-W Yellow, 42",42,"$1,700.99 ",1,"$1,700.99 "
2024-07-01,Pacific,Australia,"Road-350-W Yellow, 48",48,"$5,102.97 ",3,"$1,700.99 "
2024-08-01,Europe,France,"Road-350-W Yellow, 42",42,"$9,865.74 ",9,"$1,096.19 "
2024-08-01,Europe,France,"Road-350-W Yellow, 48",48,"$10,205.94 ",10,"$1,020.59 "
2024-08-01,Europe,Germany,"Road-350-W Yellow, 40",40,"$8,164.75 ",8,"$1,020.59 "
2024-08-01,Europe,Germany,"Road-350-W Yellow, 42",42,"$1,020.59 ",1,"$1,020.59 "
2024-08-01,Europe,Germany,"Road-350-W Yellow, 44",44,"$6,123.56 ",6,"$1,020.59 "
2024-08-01,Europe,United Kingdom,"Road-350-W Yellow, 40",40,"$11,906.93 ",11,"$1,082.45 "
2024-08-01,Europe,United Kingdom,"Road-350-W Yellow, 42",42,"$4,082.38 ",4,"$1,020.59 "
2024-08-01,Europe,United Kingdom,"Road-350-W Yellow, 48",48,"$3,061.78 ",3,"$1,020.59 "
2024-08-01,North America,Canada,"Road-350-W Yellow, 40",40,"$10,205.94 ",10,"$1,020.59 "
2024-08-01,North America,Canada,"Road-350-W Yellow, 42",42,"$5,102.97 ",5,"$1,020.59 "
2024-08-01,North America,Canada,"Road-350-W Yellow, 48",48,"$1,700.99 ",1,"$1,700.99 "
2024-08-01,North America,United States,"Road-350-W Yellow, 40",40,"$15,738.24 ",16,$983.64 
2024-08-01,North America,United States,"Road-350-W Yellow, 42",42,"$13,607.92 ",12,"$1,133.99 "
2024-08-01,North America,United States,"Road-350-W Yellow, 44",44,"$3,742.18 ",3,"$1,247.39 "
2024-08-01,North America,United States,"Road-350-W Yellow, 48",48,"$6,803.96 ",6,"$1,133.99 "
2024-08-01,Pacific,Australia,"Road-350-W Yellow, 40",40,"$7,824.55 ",7,"$1,117.79 "
2024-08-01,Pacific,Australia,"Road-350-W Yellow, 42",42,"$15,649.11 ",14,"$1,117.79 "
2024-08-01,Pacific,Australia,"Road-350-W Yellow, 44",44,"$3,401.98 ",2,"$1,700.99 "
2024-08-01,Pacific,Australia,"Road-350-W Yellow, 48",48,"$17,725.68 ",18,$984.76 
2024-09-01,Europe,France,"Road-350-W Yellow, 40",40,"$3,061.78 ",3,"$1,020.59 "
2024-09-01,Europe,France,"Road-350-W Yellow, 42",42,"$6,123.56 ",6,"$1,020.59 "
2024-09-01,Europe,France,"Road-350-W Yellow, 48",48,"$6,123.56 ",6,"$1,020.59 "
2024-09-01,Europe,Germany,"Road-350-W Yellow, 40",40,"$15,576.99 ",16,$973.56 
2024-09-01,Europe,United Kingdom,"Road-350-W Yellow, 40",40,"$1,020.59 ",1,"$1,020.59 "
2024-09-01,Europe,United Kingdom,"Road-350-W Yellow, 42",42,"$5,102.97 ",5,"$1,020.59 "
2024-09-01,Europe,United Kingdom,"Road-350-W Yellow, 48",48,"$8,845.15 ",8,"$1,105.64 "
2024-09-01,North America,Canada,"Road-350-W Yellow, 40",40,"$5,102.97 ",5,"$1,020.59 "
2024-09-01,North America,Canada,"Road-350-W Yellow, 44",44,"$5,102.97 ",5,"$1,020.59 "
2024-09-01,North America,United States,"Road-350-W Yellow, 40",40,"$4,082.38 ",4,"$1,020.59 "
2024-09-01,North America,United States,"Road-350-W Yellow, 42",42,"$9,525.54 ",8,"$1,190.69 "
2024-09-01,North America,United States,"Road-350-W Yellow, 44",44,"$5,102.97 ",3,"$1,700.99 "
2024-09-01,North America,United States,"Road-350-W Yellow, 48",48,"$23,473.66 ",23,"$1,020.59 "
2024-09-01,Pacific,Australia,"Road-350-W Yellow, 40",40,"$11,906.93 ",11,"$1,082.45 "
2024-09-01,Pacific,Australia,"Road-350-W Yellow, 42",42,"$11,906.93 ",11,"$1,082.45 "
2024-09-01,Pacific,Australia,"Road-350-W Yellow, 48",48,"$14,288.32 ",14,"$1,020.59 "
2024-10-01,Europe,France,"Road-350-W Yellow, 48",48,"$1,700.99 ",1,"$1,700.99 "
2024-10-01,Europe,Germany,"Road-350-W Yellow, 40",40,"$1,700.99 ",1,"$1,700.99 "
2024-10-01,Europe,Germany,"Road-350-W Yellow, 48",48,"$1,700.99 ",1,"$1,700.99 "
2024-10-01,North America,Canada,"Road-350-W Yellow, 40",40,"$1,700.99 ",1,"$1,700.99 "
2024-10-01,North America,Canada,"Road-350-W Yellow, 48",48,"$1,700.99 ",1,"$1,700.99 "
2024-10-01,North America,United States,"Road-350-W Yellow, 40",40,"$8,504.95 ",5,"$1,700.99 "
2024-10-01,North America,United States,"Road-350-W Yellow, 42",42,"$8,504.95 ",5,"$1,700.99 "
2024-10-01,North America,United States,"Road-350-W Yellow, 44",44,"$6,803.96 ",4,"$1,700.99 "
2024-10-01,North America,United States,"Road-350-W Yellow, 48",48,"$8,504.95 ",5,"$1,700.99 "
2024-10-01,Pacific,Australia,"Road-350-W Yellow, 40",40,"$1,700.99 ",1,"$1,700.99 "
2024-10-01,Pacific,Australia,"Road-350-W Yellow, 42",42,"$3,401.98 ",2,"$1,700.99 "
2024-11-01,Europe,France,"Road-350-W Yellow, 40",40,"$12,587.33 ",11,"$1,144.30 "
2024-11-01,Europe,France,"Road-350-W Yellow, 48",48,"$15,240.87 ",17,$896.52 
2024-11-01,Europe,Germany,"Road-350-W Yellow, 40",40,"$2,041.19 ",2,"$1,020.59 "
2024-11-01,Europe,Germany,"Road-350-W Yellow, 42",42,"$1,700.99 ",1,"$1,700.99 "
2024-11-01,Europe,Germany,"Road-350-W Yellow, 48",48,"$6,123.56 ",6,"$1,020.59 "
2024-11-01,Europe,United Kingdom,"Road-350-W Yellow, 40",40,"$6,803.96 ",6,"$1,133.99 "
2024-11-01,Europe,United Kingdom,"Road-350-W Yellow, 42",42,"$8,164.75 ",8,"$1,020.59 "
2024-11-01,Europe,United Kingdom,"Road-350-W Yellow, 44",44,"$8,164.75 ",8,"$1,020.59 "
2024-11-01,Europe,United Kingdom,"Road-350-W Yellow, 48",48,"$2,721.58 ",2,"$1,360.79 "
2024-11-01,North America,Canada,"Road-350-W Yellow, 40",40,"$4,082.38 ",4,"$1,020.59 "
2024-11-01,North America,Canada,"Road-350-W Yellow, 42",42,"$1,020.59 ",1,"$1,020.59 "
2024-11-01,North America,Canada,"Road-350-W Yellow, 44",44,"$6,123.56 ",6,"$1,020.59 "
2024-11-01,North America,Canada,"Road-350-W Yellow, 48",48,"$8,845.15 ",8,"$1,105.64 "
2024-11-01,North America,United States,"Road-350-W Yellow, 40",40,"$11,226.53 ",11,"$1,020.59 "
2024-11-01,North America,United States,"Road-350-W Yellow, 42",42,"$3,061.78 ",3,"$1,020.59 "
2024-11-01,North America,United States,"Road-350-W Yellow, 48",48,"$16,329.50 ",16,"$1,020.59 "
2024-11-01,Pacific,Australia,"Road-350-W Yellow, 40",40,"$7,144.16 ",7,"$1,020.59 "
2024-11-01,Pacific,Australia,"Road-350-W Yellow, 42",42,"$7,144.16 ",7,"$1,020.59 "
2024-11-01,Pacific,Australia,"Road-350-W Yellow, 44",44,"$8,845.15 ",8,"$1,105.64 "
2024-11-01,Pacific,Australia,"Road-350-W Yellow, 48",48,"$18,851.22 ",20,$942.56 
2024-12-01,Europe,France,"Road-350-W Yellow, 40",40,"$4,082.38 ",4,"$1,020.59 "
2024-12-01,Europe,France,"Road-350-W Yellow, 42",42,"$2,041.19 ",2,"$1,020.59 "
2024-12-01,Europe,France,"Road-350-W Yellow, 48",48,"$8,164.75 ",8,"$1,020.59 "
2024-12-01,Europe,Germany,"Road-350-W Yellow, 40",40,"$3,061.78 ",3,"$1,020.59 "
2024-12-01,Europe,Germany,"Road-350-W Yellow, 42",42,"$5,102.97 ",5,"$1,020.59 "
2024-12-01,Europe,Germany,"Road-350-W Yellow, 44",44,"$2,041.19 ",2,"$1,020.59 "
2024-12-01,Europe,Germany,"Road-350-W Yellow, 48",48,"$3,061.78 ",3,"$1,020.59 "
2024-12-01,Europe,United Kingdom,"Road-350-W Yellow, 40",40,"$10,205.94 ",10,"$1,020.59 "
2024-12-01,Europe,United Kingdom,"Road-350-W Yellow, 42",42,"$2,041.19 ",2,"$1,020.59 "
2024-12-01,Europe,United Kingdom,"Road-350-W Yellow, 44",44,"$3,061.78 ",3,"$1,020.59 "
2024-12-01,Europe,United Kingdom,"Road-350-W Yellow, 48",48,"$7,144.16 ",7,"$1,020.59 "
2024-12-01,North America,Canada,"Road-350-W Yellow, 40",40,"$17,350.10 ",17,"$1,020.59 "
2024-12-01,North America,Canada,"Road-350-W Yellow, 42",42,"$10,205.94 ",10,"$1,020.59 "
2024-12-01,North America,Canada,"Road-350-W Yellow, 48",48,"$13,267.72 ",13,"$1,020.59 "
2024-12-01,North America,United States,"Road-350-W Yellow, 40",40,"$23,473.66 ",23,"$1,020.59 "
2024-12-01,North America,United States,"Road-350-W Yellow, 42",42,"$14,288.32 ",14,"$1,020.59 "
2024-12-01,North America,United States,"Road-350-W Yellow, 44",44,"$13,948.12 ",13,"$1,072.93 "
2024-12-01,North America,United States,"Road-350-W Yellow, 48",48,"$36,741.38 ",36,"$1,020.59 "
2024-12-01,Pacific,Australia,"Road-350-W Yellow, 40",40,"$10,205.94 ",10,"$1,020.59 "
2024-12-01,Pacific,Australia,"Road-350-W Yellow, 42",42,"$13,267.72 ",13,"$1,020.59 "
2024-12-01,Pacific,Australia,"Road-350-W Yellow, 48",48,"$1,020.59 ",1,"$1,020.59 "
2022-07-01,North America,United States,"Touring-2000 Blue, 54",54,"$1,214.85 ",1,"$1,214.85 "
2022-09-01,Europe,Germany,"Touring-2000 Blue, 46",46,"$1,214.85 ",1,"$1,214.85 "
2022-09-01,Pacific,Australia,"Touring-2000 Blue, 54",54,"$1,214.85 ",1,"$1,214.85 "
2022-10-01,North America,Canada,"Touring-2000 Blue, 50",50,"$1,214.85 ",1,"$1,214.85 "
2022-11-01,Europe,Germany,"Touring-2000 Blue, 60",60,"$1,214.85 ",1,"$1,214.85 "
2022-11-01,North America,United States,"Touring-2000 Blue, 46",46,"$1,214.85 ",1,"$1,214.85 "
2022-11-01,Pacific,Australia,"Touring-2000 Blue, 46",46,"$1,214.85 ",1,"$1,214.85 "
2022-11-01,Pacific,Australia,"Touring-2000 Blue, 50",50,"$1,214.85 ",1,"$1,214.85 "
2022-11-01,Pacific,Australia,"Touring-2000 Blue, 60",60,"$1,214.85 ",1,"$1,214.85 "
2022-12-01,Europe,United Kingdom,"Touring-2000 Blue, 50",50,"$1,214.85 ",1,"$1,214.85 "
2023-01-01,Europe,United Kingdom,"Touring-2000 Blue, 50",50,"$1,214.85 ",1,"$1,214.85 "
2023-01-01,North America,Canada,"Touring-2000 Blue, 50",50,"$1,214.85 ",1,"$1,214.85 "
2023-01-01,North America,Canada,"Touring-2000 Blue, 60",60,"$1,214.85 ",1,"$1,214.85 "
2023-03-01,North America,Canada,"Touring-2000 Blue, 46",46,"$1,214.85 ",1,"$1,214.85 "
2023-03-01,North America,United States,"Touring-2000 Blue, 46",46,"$1,214.85 ",1,"$1,214.85 "
2023-04-01,North America,United States,"Touring-2000 Blue, 50",50,"$1,214.85 ",1,"$1,214.85 "
2023-05-01,Pacific,Australia,"Touring-2000 Blue, 54",54,"$1,214.85 ",1,"$1,214.85 "
2023-06-01,Europe,France,"Touring-2000 Blue, 60",60,"$8,286.25 ",12,$690.52 
2023-06-01,Europe,Germany,"Touring-2000 Blue, 46",46,"$2,186.73 ",3,$728.91 
2023-06-01,Europe,United Kingdom,"Touring-2000 Blue, 54",54,$728.91 ,1,$728.91 
2023-06-01,North America,Canada,"Touring-2000 Blue, 46",46,"$1,457.82 ",2,$728.91 
2023-06-01,North America,Canada,"Touring-2000 Blue, 50",50,"$2,915.64 ",4,$728.91 
2023-06-01,North America,Canada,"Touring-2000 Blue, 54",54,"$7,595.73 ",11,$690.52 
2023-06-01,North America,Canada,"Touring-2000 Blue, 60",60,"$2,186.73 ",3,$728.91 
2023-06-01,North America,United States,"Touring-2000 Blue, 60",60,"$1,457.82 ",2,$728.91 
2023-06-01,Pacific,Australia,"Touring-2000 Blue, 50",50,"$1,457.82 ",2,$728.91 
2023-06-01,Pacific,Australia,"Touring-2000 Blue, 60",60,"$2,915.64 ",4,$728.91 
2023-07-01,Europe,United Kingdom,"Touring-2000 Blue, 54",54,$728.91 ,1,$728.91 
2023-07-01,North America,Canada,"Touring-2000 Blue, 54",54,"$2,915.64 ",4,$728.91 
2023-07-01,North America,United States,"Touring-2000 Blue, 46",46,"$2,915.64 ",4,$728.91 
2023-07-01,North America,United States,"Touring-2000 Blue, 50",50,$728.91 ,1,$728.91 
2023-07-01,North America,United States,"Touring-2000 Blue, 54",54,$728.91 ,1,$728.91 
2023-07-01,North America,United States,"Touring-2000 Blue, 60",60,"$2,186.73 ",3,$728.91 
2023-07-01,Pacific,Australia,"Touring-2000 Blue, 60",60,"$1,457.82 ",2,$728.91 
2023-08-01,Europe,France,"Touring-2000 Blue, 60",60,"$6,560.19 ",9,$728.91 
2023-08-01,Europe,Germany,"Touring-2000 Blue, 60",60,$728.91 ,1,$728.91 
2023-08-01,North America,United States,"Touring-2000 Blue, 46",46,$728.91 ,1,$728.91 
2023-08-01,North America,United States,"Touring-2000 Blue, 50",50,"$2,915.64 ",4,$728.91 
2023-08-01,North America,United States,"Touring-2000 Blue, 54",54,"$2,915.64 ",4,$728.91 
2023-08-01,Pacific,Australia,"Touring-2000 Blue, 46",46,"$1,457.82 ",2,$728.91 
2023-08-01,Pacific,Australia,"Touring-2000 Blue, 54",54,"$5,102.37 ",7,$728.91 
2023-08-01,Pacific,Australia,"Touring-2000 Blue, 60",60,"$3,644.55 ",5,$728.91 
2023-09-01,Europe,France,"Touring-2000 Blue, 46",46,"$1,457.82 ",2,$728.91 
2023-09-01,Europe,France,"Touring-2000 Blue, 54",54,$728.91 ,1,$728.91 
2023-09-01,North America,Canada,"Touring-2000 Blue, 50",50,"$1,457.82 ",2,$728.91 
2023-09-01,North America,Canada,"Touring-2000 Blue, 60",60,"$4,373.46 ",6,$728.91 
2023-09-01,North America,United States,"Touring-2000 Blue, 46",46,"$1,457.82 ",2,$728.91 
2023-09-01,North America,United States,"Touring-2000 Blue, 54",54,"$3,644.55 ",5,$728.91 
2023-09-01,North America,United States,"Touring-2000 Blue, 60",60,$728.91 ,1,$728.91 
2023-09-01,Pacific,Australia,"Touring-2000 Blue, 46",46,"$2,186.73 ",3,$728.91 
2023-09-01,Pacific,Australia,"Touring-2000 Blue, 54",54,$728.91 ,1,$728.91 
2023-09-01,Pacific,Australia,"Touring-2000 Blue, 60",60,$728.91 ,1,$728.91 
2023-10-01,Europe,United Kingdom,"Touring-2000 Blue, 60",60,"$3,644.55 ",5,$728.91 
2023-10-01,North America,Canada,"Touring-2000 Blue, 54",54,"$2,915.64 ",4,$728.91 
2023-10-01,North America,Canada,"Touring-2000 Blue, 60",60,"$3,644.55 ",5,$728.91 
2023-10-01,North America,United States,"Touring-2000 Blue, 46",46,"$2,915.64 ",4,$728.91 
2023-10-01,North America,United States,"Touring-2000 Blue, 50",50,"$1,457.82 ",2,$728.91 
2023-11-01,Europe,France,"Touring-2000 Blue, 54",54,"$1,457.82 ",2,$728.91 
2023-11-01,Europe,France,"Touring-2000 Blue, 60",60,"$1,457.82 ",2,$728.91 
2023-11-01,Europe,Germany,"Touring-2000 Blue, 54",54,"$5,102.37 ",7,$728.91 
2023-11-01,Europe,United Kingdom,"Touring-2000 Blue, 46",46,"$2,915.64 ",4,$728.91 
2023-11-01,Europe,United Kingdom,"Touring-2000 Blue, 60",60,$728.91 ,1,$728.91 
2023-11-01,North America,Canada,"Touring-2000 Blue, 50",50,"$1,457.82 ",2,$728.91 
2023-11-01,North America,United States,"Touring-2000 Blue, 46",46,"$2,915.64 ",4,$728.91 
2023-11-01,North America,United States,"Touring-2000 Blue, 54",54,"$5,102.37 ",7,$728.91 
2023-11-01,North America,United States,"Touring-2000 Blue, 60",60,"$2,186.73 ",3,$728.91 
2023-11-01,Pacific,Australia,"Touring-2000 Blue, 60",60,"$3,644.55 ",5,$728.91 
2023-12-01,North America,United States,"Touring-2000 Blue, 46",46,"$2,186.73 ",3,$728.91 
2023-12-01,North America,United States,"Touring-2000 Blue, 50",50,$728.91 ,1,$728.91 
2023-12-01,North America,United States,"Touring-2000 Blue, 54",54,$728.91 ,1,$728.91 
2023-12-01,North America,United States,"Touring-2000 Blue, 60",60,"$2,915.64 ",4,$728.91 
2023-12-01,Pacific,Australia,"Touring-2000 Blue, 46",46,"$2,915.64 ",4,$728.91 
2023-12-01,Pacific,Australia,"Touring-2000 Blue, 50",50,"$1,457.82 ",2,$728.91 
2023-12-01,Pacific,Australia,"Touring-2000 Blue, 54",54,"$2,915.64 ",4,$728.91 
2023-12-01,Pacific,Australia,"Touring-2000 Blue, 60",60,"$2,915.64 ",4,$728.91 
2024-01-01,Europe,France,"Touring-2000 Blue, 50",50,"$1,457.82 ",2,$728.91 
2024-01-01,Europe,France,"Touring-2000 Blue, 54",54,"$2,186.73 ",3,$728.91 
2024-01-01,Europe,France,"Touring-2000 Blue, 60",60,"$1,457.82 ",2,$728.91 
2024-01-01,Europe,Germany,"Touring-2000 Blue, 46",46,"$2,186.73 ",3,$728.91 
2024-01-01,Europe,Germany,"Touring-2000 Blue, 54",54,"$1,457.82 ",2,$728.91 
2024-01-01,Europe,United Kingdom,"Touring-2000 Blue, 50",50,"$1,457.82 ",2,$728.91 
2024-01-01,Europe,United Kingdom,"Touring-2000 Blue, 60",60,"$2,186.73 ",3,$728.91 
2024-01-01,North America,Canada,"Touring-2000 Blue, 46",46,"$2,186.73 ",3,$728.91 
2024-01-01,North America,United States,"Touring-2000 Blue, 46",46,$728.91 ,1,$728.91 
2024-01-01,North America,United States,"Touring-2000 Blue, 50",50,"$2,915.64 ",4,$728.91 
2024-01-01,North America,United States,"Touring-2000 Blue, 54",54,"$1,457.82 ",2,$728.91 
2024-01-01,Pacific,Australia,"Touring-2000 Blue, 46",46,$728.91 ,1,$728.91 
